"ligand","receptor","file"
"ACVR1","BMP6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","BMP7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","BMP8A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","BMP8B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","BMPR1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","BMPR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","BMPR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","ENG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","EPHA3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDF9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","GDNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","HNF4A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","IGSF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","INHA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","INHBA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","INHBB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","INHBC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","INHBE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","LEFTY1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","LEFTY2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","MSTN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","NODAL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","RXRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","TGFB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","TGFB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","TGFB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","TGFBR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","TGFBR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","THRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","TLL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1","VDR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","ACVR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","ACVR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","ACVR1C","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","ACVR2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","ACVR2B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","ACVRL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","AMHR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BAMBI","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP8A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMP8B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMPR1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMPR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","BMPR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","CFC1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","CTSG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","F5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDF9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","GDNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","HSP90AA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","IGSF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","INHA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","INHBA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","INHBB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","INHBC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","INHBE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","LEFTY1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","LEFTY2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","MSTN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","NGFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","NODAL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","RXRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","SNX2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","SORT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","TDGF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","TGFB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","TGFB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","TGFB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","TGFBR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","TGFBR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1B","TLL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","ACVR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","ACVR2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","ACVR2B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","AMHR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP8A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMP8B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","BMPR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","CFC1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDF9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","GDNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","HSP90AA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","INHBA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","INHBB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","INHBC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","INHBE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","LEFTY1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","LEFTY2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","MSTN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","NODAL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","TDGF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","TGFB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","TGFB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","TGFBR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","TGFBR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR1C","TLL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","ACVR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","ACVR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","ACVR1C","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","ACVR2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","ACVR2B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","ACVRL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","AMHR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP8A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMP8B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMPR1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMPR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","BMPR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","CFC1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","CTSG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","ENG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","ERBB2IP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","F5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDF9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","GDNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","IGSF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","INHA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","INHBA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","INHBB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","INHBC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","INHBE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","LEFTY1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","LEFTY2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","MSTN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","NODAL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","PTGER3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","TDGF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","TGFB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","TGFB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","TGFB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","TGFBR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","TGFBR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","TGFBR3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2A","TLL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","ACVR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","ACVR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","ACVR1C","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","ACVR2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","ACVRL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","AMHR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP8A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMP8B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMPR1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMPR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","BMPR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","CFC1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","ENG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","ERBB2IP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","FSTL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDF9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","GDNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","HSP90AA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","IGSF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","INHA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","INHBA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","INHBB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","INHBC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","INHBE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","LEFTY1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","LEFTY2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","MSTN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","NODAL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","PTGER3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","SNX2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","TDGF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","TGFB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","TGFB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","TGFB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","TGFBR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","TGFBR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVR2B","TLL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","ACVR2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","AMHR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BAMBI","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP8A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMP8B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMPR1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMPR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","BMPR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","ENG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF15","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDF9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","GDNF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","HSP90AA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","IGSF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","INHA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","INHBA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","INHBB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","INHBC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","INHBE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","ITGA5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ACVRL1","LEFTY1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
