ligand	receptor	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dip_url	ligand_original	receptor_original	ligand_category	receptor_category
IFNL3	IL10RB	1	1	0	1	1	0	NA	Q8IZI9	Q08334	ligand	receptor
IL10	IL10RB	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10912	P22301	Q08334	ligand	receptor
IFNK	IFNAR2	1	1	0	1	1	0	NA	Q9P0W0	P48551	ligand	receptor
IL36G	IFNAR2	1	1	0	1	1	0	NA	Q9NZH8	P48551	ligand	receptor
IFNL1	IFNLR1	1	1	0	1	1	0	NA	Q8IU54	Q8IU57	ligand	receptor
IFNL2	IFNLR1	1	1	0	1	1	0	NA	Q8IZJ0	Q8IU57	ligand	receptor
IFNL3	IFNLR1	1	1	0	1	1	0	NA	Q8IZI9	Q8IU57	ligand	receptor
IL19	IL20RB	1	1	0	1	1	0	NA	Q9UHD0	Q6UXL0	ligand	receptor
IL20	IL20RB	1	1	0	1	1	0	NA	Q9NYY1	Q6UXL0	ligand	receptor
IL24	IL20RB	1	1	0	1	1	0	NA	Q13007	Q6UXL0	ligand	receptor
IL22	IL22RA2	1	1	1	1	0	1	NA	Q9GZX6	Q969J5	ligand	receptor
MDK	NOTCH2	1	1	0	1	1	0	NA	P21741	Q04721	ligand	receptor
CNTN1	NOTCH1	1	1	0	1	1	0	NA	Q12860	P46531	ligand	receptor
CCN3	NOTCH1	1	1	0	1	1	0	NA	P48745	P46531	ligand	receptor
MFAP2	NOTCH1	1	1	0	1	1	0	NA	P55001	P46531	ligand	receptor
CTF1	LIFR	1	1	0	1	1	0	NA	Q16619	P42702	ligand	receptor
TGFB1	ITGB8	1	0	0	0	0	0	NA	P01137	P26012	ligand	receptor
TGFB1	ITGB6	1	0	0	0	0	0	NA	P01137	P18564	ligand	receptor
DHH	PTCH1	1	1	0	1	1	0	NA	O43323	Q13635	ligand	receptor
PTPN11	PDGFRB	1	0	1	0	0	0	NA	Q06124	P09619	ligand	receptor
PDGFD	PDGFRB	1	1	0	1	1	0	NA	Q9GZP0	P09619	ligand	receptor
FGF6	FGFR2	1	1	0	1	1	0	NA	P10767	P21802	ligand	receptor
FGF17	FGFR2	1	1	0	1	1	0	NA	O60258	P21802	ligand	receptor
FGF18	FGFR2	1	1	0	1	1	0	NA	O76093	P21802	ligand	receptor
FGF22	FGFR2	1	1	0	1	1	0	NA	Q9HCT0	P21802	ligand	receptor
FGFR3	FGF9	1	0	0	0	0	0	NA	P22607	P31371	ligand	receptor
FGF9	FGFR3	1	1	0	1	1	0	NA	P31371	P22607	ligand	receptor
MST1	MST1R	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10924	P26927	Q04912	ligand	receptor
BDNF	NTRK2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9794	P23560	Q16620	ligand	receptor
FYN	NTRK2	1	0	0	0	0	0	NA	P06241	Q16620	ligand	receptor
NTF3	NTRK3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9796	P20783	Q16288	ligand	receptor
EFNA3	EPHA3	1	1	0	1	1	0	NA	P52797	P29320	ligand	receptor
EFNA4	EPHA4	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=102509	P52798	P54764	ligand	receptor
EFNB1	EPHB1	1	1	0	1	1	0	NA	P98172	P54762	ligand	receptor
EFNB2	EPHB2	1	1	0	1	1	0	NA	P52799	P29323	ligand	receptor
EFNA1	EPHA7	1	1	0	1	1	0	NA	P20827	Q15375	ligand	receptor
EFNA2	EPHA7	1	1	0	1	1	0	NA	O43921	Q15375	ligand	receptor
EFNA3	EPHA7	1	1	0	1	1	0	NA	P52797	Q15375	ligand	receptor
EFNA4	EPHA7	1	1	0	1	1	0	NA	P52798	Q15375	ligand	receptor
EFNA2	EPHA8	1	1	0	1	1	0	NA	O43921	P29322	ligand	receptor
EFNA3	EPHA8	1	1	0	1	1	0	NA	P52797	P29322	ligand	receptor
EFNA4	EPHA8	1	1	0	1	1	0	NA	P52798	P29322	ligand	receptor
EFNA5	EPHA8	1	1	0	1	1	0	NA	P52803	P29322	ligand	receptor
EFNA4	EPHA2	1	1	0	1	1	0	NA	P52798	P29317	ligand	receptor
EFNA4	EPHA3	1	1	0	1	1	0	NA	P52798	P29320	ligand	receptor
EFNA2	EPHA5	1	1	0	1	1	0	NA	O43921	P54756	ligand	receptor
EFNA3	EPHA5	1	1	0	1	1	0	NA	P52797	P54756	ligand	receptor
EFNA4	EPHA5	1	1	0	1	1	0	NA	P52798	P54756	ligand	receptor
EFNB2	EPHB1	1	1	0	1	1	0	NA	P52799	P54762	ligand	receptor
EFNB1	EPHB2	1	1	0	1	1	0	NA	P98172	P29323	ligand	receptor
EFNB1	EPHB3	1	1	0	1	1	0	NA	P98172	P54753	ligand	receptor
EFNB2	EPHB3	1	1	0	1	1	0	NA	P52799	P54753	ligand	receptor
EFNB2	EPHA3	1	1	0	1	1	0	NA	P52799	P29320	ligand	receptor
FYN	EPHA3	1	0	1	0	0	0	NA	P06241	P29320	ligand	receptor
FYN	EPHA4	1	0	1	0	0	0	NA	P06241	P54764	ligand	receptor
AFDN	EPHB3	1	0	0	0	0	0	NA	P55196	P54753	ligand	receptor
PTN	ALK	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10770	P21246	Q9UM73	ligand	receptor
MDK	ALK	1	1	0	1	1	0	NA	P21741	Q9UM73	ligand	receptor
ANGPT4	TIE1	1	1	0	1	1	0	NA	Q9Y264	P35590	ligand	receptor
ANGPTL1	TEK	1	1	1	1	1	0	NA	O95841	Q02763	ligand	receptor
WNT5A	ROR1	1	1	0	1	1	0	NA	P41221	Q01973	ligand	receptor
PTPN6	ROS1	1	1	1	1	1	0	NA	P29350	P08922	ligand	receptor
WNT1	RYK	1	1	0	1	1	0	NA	P04628	P34925	ligand	receptor
PTPN6	CD247	1	1	1	1	0	1	NA	P29350	P20963	ligand	receptor
CXCL12	ACKR3	1	1	0	1	1	0	NA	P48061	P25106	ligand	receptor
CXCL11	ACKR3	1	1	0	1	1	0	NA	O14625	P25106	ligand	receptor
CCL19	ACKR4	1	1	0	1	1	0	NA	Q99731	Q9NPB9	ligand	receptor
CCL21	ACKR4	1	1	0	1	1	0	NA	O00585	Q9NPB9	ligand	receptor
CCL25	ACKR4	1	1	0	1	1	0	NA	O15444	Q9NPB9	ligand	receptor
INHBA	ACVR2A	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10654	P08476	P27037	ligand	receptor
INHBA	ACVR1B	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10290	P08476	P36896	ligand	receptor
INHBA	ACVR1C	1	1	0	1	1	0	NA	P08476	Q8NER5	ligand	receptor
INHBB	ACVR2A	1	1	0	1	1	0	NA	P09529	P27037	ligand	receptor
INHBB	ACVR1B	1	1	0	1	1	0	NA	P09529	P36896	ligand	receptor
INHBB	ACVR2B	1	1	0	1	1	0	NA	P09529	Q13705	ligand	receptor
INHBB	ACVR1C	1	1	0	1	1	0	NA	P09529	Q8NER5	ligand	receptor
INHA	ACVR2A	1	1	0	1	1	0	NA	P05111	P27037	ligand	receptor
INHA	ACVR1B	1	1	0	1	1	0	NA	P05111	P36896	ligand	receptor
INHA	ACVR2B	1	1	0	1	1	0	NA	P05111	Q13705	ligand	receptor
INHA	ACVR1C	1	1	0	1	1	0	NA	P05111	Q8NER5	ligand	receptor
ADM	CALCRL	1	1	0	1	1	0	NA	P35318	Q16602	ligand	receptor
ADM	RAMP2	1	1	0	1	1	0	NA	P35318	O60895	ligand	receptor
ADM2	CALCRL	1	1	0	1	1	0	NA	Q7Z4H4	Q16602	ligand	receptor
ADM2	RAMP2	1	1	0	1	1	0	NA	Q7Z4H4	O60895	ligand	receptor
CALCA	CALCRL	1	1	0	1	1	0	NA	P01258	Q16602	ligand	receptor
CALCA	RAMP2	1	1	0	1	1	0	NA	P01258	O60895	ligand	receptor
CALCB	CALCRL	1	1	0	1	1	0	NA	P10092	Q16602	ligand	receptor
CALCB	RAMP2	1	1	0	1	1	0	NA	P10092	O60895	ligand	receptor
ADM	RAMP3	1	1	0	1	1	0	NA	P35318	O60896	ligand	receptor
ADM2	RAMP3	1	1	0	1	1	0	NA	Q7Z4H4	O60896	ligand	receptor
CALCA	RAMP3	1	1	0	1	1	0	NA	P01258	O60896	ligand	receptor
CALCB	RAMP3	1	1	0	1	1	0	NA	P10092	O60896	ligand	receptor
ADM	CALCR	1	1	0	1	1	0	NA	P35318	P30988	ligand	receptor
ADM	RAMP1	1	1	0	1	1	0	NA	P35318	O60894	ligand	receptor
ADM2	CALCR	1	1	0	1	1	0	NA	Q7Z4H4	P30988	ligand	receptor
ADM2	RAMP1	1	1	0	1	1	0	NA	Q7Z4H4	O60894	ligand	receptor
CALCA	CALCR	1	1	0	1	1	0	NA	P01258	P30988	ligand	receptor
CALCA	RAMP1	1	1	0	1	1	0	NA	P01258	O60894	ligand	receptor
IAPP	CALCR	1	1	0	1	1	0	NA	P10997	P30988	ligand	receptor
IAPP	RAMP1	1	1	0	1	1	0	NA	P10997	O60894	ligand	receptor
CALCB	CALCR	1	1	0	1	1	0	NA	P10092	P30988	ligand	receptor
CALCB	RAMP1	1	1	0	1	1	0	NA	P10092	O60894	ligand	receptor
IAPP	RAMP2	1	1	0	1	1	0	NA	P10997	O60895	ligand	receptor
IAPP	RAMP3	1	1	0	1	1	0	NA	P10997	O60896	ligand	receptor
AMH	BMPR1B	1	1	0	1	1	0	NA	P03971	O00238	ligand	receptor
AMH	BMPR1A	1	1	0	1	1	0	NA	P03971	P36894	ligand	receptor
AMH	ACVR1	1	1	0	1	1	0	NA	P03971	Q04771	ligand	receptor
APLN	APLNR	1	1	0	1	1	0	NA	Q9ULZ1	P35414	ligand	receptor
APELA	APLNR	1	1	0	1	1	0	NA	P0DMC3	P35414	ligand	receptor
AGT	AGTR1	1	1	0	1	1	0	NA	P01019	P30556	ligand	receptor
AGT	AGTR2	1	1	0	1	1	0	NA	P01019	P50052	ligand	receptor
TNFSF13B	TNFRSF13C	1	1	0	1	1	0	NA	Q9Y275	Q96RJ3	ligand	receptor
NMB	NMBR	1	1	0	1	1	0	NA	P08949	P28336	ligand	receptor
GRP	GRPR	1	1	0	1	1	0	NA	P07492	P30550	ligand	receptor
NMB	GRPR	1	1	0	1	1	0	NA	P08949	P30550	ligand	receptor
TNFSF13	TNFRSF17	1	1	0	1	1	0	NA	O75888	Q02223	ligand	receptor
TNFSF13B	TNFRSF17	1	1	0	1	1	0	NA	Q9Y275	Q02223	ligand	receptor
BMP10	BMPR1B	1	1	0	1	1	0	NA	O95393	O00238	ligand	receptor
BMP10	ACVR2A	1	1	0	1	1	0	NA	O95393	P27037	ligand	receptor
BMP10	BMPR1A	1	1	0	1	1	0	NA	O95393	P36894	ligand	receptor
BMP10	ACVRL1	1	1	0	1	1	0	NA	O95393	P37023	ligand	receptor
BMP10	ACVR1	1	1	0	1	1	0	NA	O95393	Q04771	ligand	receptor
BMP10	ACVR2B	1	1	0	1	1	0	NA	O95393	Q13705	ligand	receptor
BMP10	BMPR2	1	1	0	1	1	0	NA	O95393	Q13873	ligand	receptor
BMP2	BMPR1B	1	1	0	1	1	0	NA	P12643	O00238	ligand	receptor
BMP2	ACVR2A	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10672	P12643	P27037	ligand	receptor
BMP2	BMPR1A	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10071	P12643	P36894	ligand	receptor
BMP2	ACVRL1	1	1	0	1	1	0	NA	P12643	P37023	ligand	receptor
BMP2	ACVR1	1	1	0	1	1	0	NA	P12643	Q04771	ligand	receptor
BMP4	BMPR1B	1	1	0	1	1	0	NA	P12644	O00238	ligand	receptor
BMP4	ACVR2A	1	1	0	1	1	0	NA	P12644	P27037	ligand	receptor
BMP4	BMPR1A	1	1	0	1	1	0	NA	P12644	P36894	ligand	receptor
BMP4	ACVRL1	1	1	0	1	1	0	NA	P12644	P37023	ligand	receptor
BMP4	ACVR1	1	1	0	1	1	0	NA	P12644	Q04771	ligand	receptor
BMP4	ACVR2B	1	1	0	1	1	0	NA	P12644	Q13705	ligand	receptor
BMP5	BMPR1B	1	1	0	1	1	0	NA	P22003	O00238	ligand	receptor
BMP5	ACVR2A	1	1	0	1	1	0	NA	P22003	P27037	ligand	receptor
BMP5	BMPR1A	1	1	0	1	1	0	NA	P22003	P36894	ligand	receptor
BMP5	ACVRL1	1	1	0	1	1	0	NA	P22003	P37023	ligand	receptor
BMP5	ACVR1	1	1	0	1	1	0	NA	P22003	Q04771	ligand	receptor
BMP5	ACVR2B	1	1	0	1	1	0	NA	P22003	Q13705	ligand	receptor
BMP5	BMPR2	1	1	0	1	1	0	NA	P22003	Q13873	ligand	receptor
BMP6	BMPR1B	1	1	0	1	1	0	NA	P22004	O00238	ligand	receptor
BMP6	ACVR2A	1	1	0	1	1	0	NA	P22004	P27037	ligand	receptor
BMP6	BMPR1A	1	1	0	1	1	0	NA	P22004	P36894	ligand	receptor
BMP6	ACVRL1	1	1	0	1	1	0	NA	P22004	P37023	ligand	receptor
BMP6	ACVR1	1	1	0	1	1	0	NA	P22004	Q04771	ligand	receptor
BMP7	BMPR1B	1	1	0	1	1	0	NA	P18075	O00238	ligand	receptor
BMP7	ACVR2A	1	1	0	1	1	0	NA	P18075	P27037	ligand	receptor
BMP7	BMPR1A	1	1	0	1	1	0	NA	P18075	P36894	ligand	receptor
BMP7	ACVRL1	1	1	0	1	1	0	NA	P18075	P37023	ligand	receptor
BMP7	ACVR1	1	1	0	1	1	0	NA	P18075	Q04771	ligand	receptor
BMP8A	BMPR1B	1	1	0	1	1	0	NA	Q7Z5Y6	O00238	ligand	receptor
BMP8A	ACVR2A	1	1	0	1	1	0	NA	Q7Z5Y6	P27037	ligand	receptor
BMP8A	BMPR1A	1	1	0	1	1	0	NA	Q7Z5Y6	P36894	ligand	receptor
BMP8A	ACVRL1	1	1	0	1	1	0	NA	Q7Z5Y6	P37023	ligand	receptor
BMP8A	ACVR1	1	1	0	1	1	0	NA	Q7Z5Y6	Q04771	ligand	receptor
BMP8A	ACVR2B	1	1	0	1	1	0	NA	Q7Z5Y6	Q13705	ligand	receptor
BMP8A	BMPR2	1	1	0	1	1	0	NA	Q7Z5Y6	Q13873	ligand	receptor
BMP8B	BMPR1B	1	1	0	1	1	0	NA	P34820	O00238	ligand	receptor
BMP8B	ACVR2A	1	1	0	1	1	0	NA	P34820	P27037	ligand	receptor
BMP8B	ACVRL1	1	1	0	1	1	0	NA	P34820	P37023	ligand	receptor
BMP8B	ACVR2B	1	1	0	1	1	0	NA	P34820	Q13705	ligand	receptor
BMP8B	BMPR2	1	1	0	1	1	0	NA	P34820	Q13873	ligand	receptor
GDF2	BMPR1B	1	1	0	1	1	0	NA	Q9UK05	O00238	ligand	receptor
GDF2	ACVR2A	1	1	0	1	1	0	NA	Q9UK05	P27037	ligand	receptor
GDF2	BMPR1A	1	1	0	1	1	0	NA	Q9UK05	P36894	ligand	receptor
GDF2	ACVRL1	1	1	0	1	1	0	NA	Q9UK05	P37023	ligand	receptor
GDF2	ACVR1	1	1	0	1	1	0	NA	Q9UK05	Q04771	ligand	receptor
GDF2	ACVR2B	1	1	0	1	1	0	NA	Q9UK05	Q13705	ligand	receptor
GDF2	BMPR2	1	1	0	1	1	0	NA	Q9UK05	Q13873	ligand	receptor
KNG1	BDKRB1	1	1	0	1	1	0	NA	P01042	P46663	ligand	receptor
KNG1	BDKRB2	1	1	0	1	1	0	NA	P01042	P30411	ligand	receptor
CCK	CCKAR	1	1	0	1	1	0	NA	P06307	P32238	ligand	receptor
GAST	CCKBR	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=95	P01350	P32239	ligand	receptor
CCK	CCKBR	1	1	0	1	1	0	NA	P06307	P32239	ligand	receptor
CCL13	CCR1	1	1	0	1	1	0	NA	Q99616	P32246	ligand	receptor
CCL8	CCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10453	P80075	P32246	ligand	receptor
CCL14	CCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10418	Q16627	P32246	ligand	receptor
CCL15	CCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11055	Q16663	P32246	ligand	receptor
CCL23	CCR1	1	1	0	1	1	0	NA	P55773	P32246	ligand	receptor
CCL3	CCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10358	P10147	P32246	ligand	receptor
CCL5	CCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10360	P13501	P32246	ligand	receptor
CCL7	CCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10381	P80098	P32246	ligand	receptor
CCL4	CCR1	1	1	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10359	P13236	P32246	ligand	receptor
CCL27	CCR10	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10456	Q9Y4X3	P46092	ligand	receptor
CCL28	CCR10	1	1	0	1	1	0	NA	Q9NRJ3	P46092	ligand	receptor
CCL13	CCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10539	Q99616	P41597	ligand	receptor
CCL16	CCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10352	O15467	P41597	ligand	receptor
CCL2	CCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10357;http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10420	P13500	P41597	ligand	receptor
CCL7	CCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10450	P80098	P41597	ligand	receptor
CCL8	CCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10454	P80075	P41597	ligand	receptor
CCL11	CCR2	1	1	0	1	1	0	NA	P51671	P41597	ligand	receptor
CCL24	CCR2	1	1	1	1	0	1	NA	O00175	P41597	ligand	receptor
CCL26	CCR2	1	1	1	1	0	1	NA	Q9Y258	P41597	ligand	receptor
CCL11	CCR3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10393	P51671	P51677	ligand	receptor
CCL13	CCR3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10473	Q99616	P51677	ligand	receptor
CCL15	CCR3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11057	Q16663	P51677	ligand	receptor
CCL2	CCR3	1	1	0	1	1	0	NA	P13500	P51677	ligand	receptor
CCL24	CCR3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10472	O00175	P51677	ligand	receptor
CCL26	CCR3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10476	Q9Y258	P51677	ligand	receptor
CCL28	CCR3	1	1	0	1	1	0	NA	Q9NRJ3	P51677	ligand	receptor
CCL5	CCR3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10380	P13501	P51677	ligand	receptor
CCL7	CCR3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10474	P80098	P51677	ligand	receptor
CCL8	CCR3	1	1	0	1	1	0	NA	P80075	P51677	ligand	receptor
CXCL10	CCR3	1	1	1	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11073	P02778	P51677	ligand	receptor
CXCL11	CCR3	1	1	1	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11072	O14625	P51677	ligand	receptor
CXCL9	CCR3	1	1	1	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11071	Q07325	P51677	ligand	receptor
CCL17	CCR4	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10382	Q92583	P51679	ligand	receptor
CCL22	CCR4	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10383	O00626	P51679	ligand	receptor
CCL11	CCR5	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10466	P51671	P51681	ligand	receptor
CCL13	CCR5	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10463	Q99616	P51681	ligand	receptor
CCL14	CCR5	1	1	0	1	1	0	NA	Q16627	P51681	ligand	receptor
CCL16	CCR5	1	1	0	1	1	0	NA	O15467	P51681	ligand	receptor
CCL2	CCR5	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10464	P13500	P51681	ligand	receptor
CCL3	CCR5	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10421	P10147	P51681	ligand	receptor
CCL7	CCR5	1	1	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10462	P80098	P51681	ligand	receptor
DEFB4A	CCR6	1	1	0	1	1	0	NA	O15263	P51684	ligand	receptor
CCL20	CCR6	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10419	P78556	P51684	ligand	receptor
CCL19	CCR7	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10391	Q99731	P32248	ligand	receptor
CCL21	CCR7	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10388	O00585	P32248	ligand	receptor
CCL1	CCR8	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10354	P22362	P51685	ligand	receptor
CCL25	CCR9	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10481	O15444	P51686	ligand	receptor
CCL19	CCRL2	1	1	0	1	1	0	NA	Q99731	O00421	ligand	receptor
TNFSF8	TNFRSF8	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=3972	P32971	P28908	ligand	receptor
RARRES2	CMKLR1	1	1	0	1	1	0	NA	Q99969	Q99788	ligand	receptor
RARRES2	CMKLR2	1	1	0	1	1	0	NA	Q99969	P46091	ligand	receptor
CLCF1	IL6ST	1	1	0	1	1	0	NA	Q9UBD9	P40189	ligand	receptor
CLCF1	CNTFR	1	1	0	1	1	0	NA	Q9UBD9	P26992	ligand	receptor
CLCF1	LIFR	1	1	0	1	1	0	NA	Q9UBD9	P42702	ligand	receptor
CRLF1	IL6ST	1	1	0	1	1	0	NA	O75462	P40189	ligand	receptor
CRLF1	CNTFR	1	1	0	1	1	0	NA	O75462	P26992	ligand	receptor
CRLF1	LIFR	1	1	0	1	1	0	NA	O75462	P42702	ligand	receptor
CSF3	CSF1R	1	0	0	0	0	0	NA	P09919	P07333	ligand	receptor
CSF2	CSF1R	1	0	0	0	0	0	NA	P04141	P07333	ligand	receptor
CRH	CRHR1	1	1	0	1	1	0	NA	P06850	P34998	ligand	receptor
UCN	CRHR1	1	1	0	1	1	0	NA	P55089	P34998	ligand	receptor
UCN2	CRHR1	1	1	0	1	1	0	NA	Q96RP3	P34998	ligand	receptor
CRH	CRHR2	1	1	0	1	1	0	NA	P06850	Q13324	ligand	receptor
UCN	CRHR2	1	1	0	1	1	0	NA	P55089	Q13324	ligand	receptor
UCN2	CRHR2	1	1	0	1	1	0	NA	Q96RP3	Q13324	ligand	receptor
UCN3	CRHR2	1	1	0	1	1	0	NA	Q969E3	Q13324	ligand	receptor
CXCL1	CXCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10538	P09341	P25024	ligand	receptor
CXCL6	CXCR1	1	1	0	1	1	0	NA	P80162	P25024	ligand	receptor
CXCL8	CXCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=5745	P10145	P25024	ligand	receptor
CXCL1	CXCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10495	P09341	P25025	ligand	receptor
CXCL2	CXCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10568	P19875	P25025	ligand	receptor
CXCL3	CXCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10569	P19876	P25025	ligand	receptor
CXCL5	CXCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10571	P42830	P25025	ligand	receptor
CXCL6	CXCR2	1	1	0	1	1	0	NA	P80162	P25025	ligand	receptor
PPBP	CXCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10574	P02775	P25025	ligand	receptor
CXCL8	CXCR2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=5748	P10145	P25025	ligand	receptor
CCL13	CXCR3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10525	Q99616	P49682	ligand	receptor
CCL19	CXCR3	1	1	0	1	1	0	NA	Q99731	P49682	ligand	receptor
CCL20	CXCR3	1	1	0	1	1	0	NA	P78556	P49682	ligand	receptor
CCL5	CXCR3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10527	P13501	P49682	ligand	receptor
CXCL12	CXCR3	1	1	0	1	1	0	NA	P48061	P49682	ligand	receptor
CCL11	CXCR3	1	1	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10524	P51671	P49682	ligand	receptor
CCL7	CXCR3	1	1	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10526	P80098	P49682	ligand	receptor
CXCL12	CXCR4	1	1	0	1	1	0	NA	P48061	P61073	ligand	receptor
CXCL13	CXCR5	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10586	O43927	P32302	ligand	receptor
CX3CL1	CX3CR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10477	P78423	P49238	ligand	receptor
TNFSF15	TNFRSF25	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=188686	O95150	Q93038	ligand	receptor
POMC	OPRD1	1	1	0	1	1	0	NA	P01189	P41143	ligand	receptor
PDYN	OPRD1	1	1	0	1	1	0	NA	P01213	P41143	ligand	receptor
PENK	OPRD1	1	1	0	1	1	0	NA	P01210	P41143	ligand	receptor
EDA	EDAR	1	1	0	1	1	0	NA	Q92838	Q9UNE0	ligand	receptor
EDA	EDA2R	1	1	0	1	1	0	NA	Q92838	Q9HAV5	ligand	receptor
EPGN	EGFR	1	1	0	1	1	0	NA	Q6UW88	P00533	ligand	receptor
EREG	EGFR	1	1	0	1	1	0	NA	O14944	P00533	ligand	receptor
EREG	ERBB4	1	1	0	1	1	0	NA	O14944	Q15303	ligand	receptor
