"id_cp_interaction","partner_a","partner_b","protein_name_a","protein_name_b","annotation_strategy","source","is_ppi","curator","reactome_complex","reactome_reaction","reactome_pathway","complexPortal_complex","comments","version","interactors","classification","directionality","modulatory_effect","ligand","receptor"
NA,"COL27A1","integrin_a10b1_complex","CORA1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL27A1-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL27A1","integrin_a10b1_complex"
NA,"COL27A1","integrin_a11b1_complex","CORA1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL27A1-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL27A1","integrin_a11b1_complex"
NA,"COL27A1","integrin_a2b1_complex","CORA1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL27A1-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL27A1","integrin_a2b1_complex"
NA,"COL28A1","integrin_a1b1_complex","COSA1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL28A1-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL28A1","integrin_a1b1_complex"
NA,"COL28A1","integrin_a10b1_complex","COSA1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL28A1-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL28A1","integrin_a10b1_complex"
NA,"COL28A1","integrin_a11b1_complex","COSA1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL28A1-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL28A1","integrin_a11b1_complex"
NA,"COL28A1","integrin_a2b1_complex","COSA1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL28A1-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL28A1","integrin_a2b1_complex"
NA,"COL2A1","integrin_a1b1_complex","CO2A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL2A1-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL2A1","integrin_a1b1_complex"
NA,"COL2A1","integrin_a10b1_complex","CO2A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL2A1-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL2A1","integrin_a10b1_complex"
NA,"COL2A1","integrin_a11b1_complex","CO2A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL2A1-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL2A1","integrin_a11b1_complex"
NA,"COL2A1","integrin_a2b1_complex","CO2A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL2A1-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL2A1","integrin_a2b1_complex"
NA,"COL3A1","ADGRG1","CO3A1_HUMAN","AGRG1_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","COL3A1-ADGRG1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL3A1","ADGRG1"
NA,"COL3A1","integrin_a1b1_complex","CO3A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL3A1-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL3A1","integrin_a1b1_complex"
NA,"COL3A1","integrin_a10b1_complex","CO3A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL3A1-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL3A1","integrin_a10b1_complex"
NA,"COL3A1","integrin_a11b1_complex","CO3A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL3A1-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL3A1","integrin_a11b1_complex"
NA,"COL3A1","integrin_a2b1_complex","CO3A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL3A1-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL3A1","integrin_a2b1_complex"
NA,"COL4A1","ADGRG6","CO4A1_HUMAN","AGRG6_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","COL4A1-ADGRG6","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A1","ADGRG6"
NA,"COL4A1","integrin_a1b1_complex","CO4A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A1-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A1","integrin_a1b1_complex"
NA,"COL4A1","integrin_a10b1_complex","CO4A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A1-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A1","integrin_a10b1_complex"
NA,"COL4A1","integrin_a11b1_complex","CO4A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A1-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A1","integrin_a11b1_complex"
NA,"COL4A1","integrin_a2b1_complex","CO4A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A1-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A1","integrin_a2b1_complex"
NA,"COL4A2","ADGRG6","CO4A2_HUMAN","AGRG6_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","COL4A2-ADGRG6","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A2","ADGRG6"
NA,"COL4A2","integrin_a1b1_complex","CO4A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A2-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A2","integrin_a1b1_complex"
NA,"COL4A2","integrin_a10b1_complex","CO4A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A2-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A2","integrin_a10b1_complex"
NA,"COL4A2","integrin_a11b1_complex","CO4A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A2-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A2","integrin_a11b1_complex"
NA,"COL4A2","integrin_a2b1_complex","CO4A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A2-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A2","integrin_a2b1_complex"
NA,"COL4A3","ADGRG6","CO4A3_HUMAN","AGRG6_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","COL4A3-ADGRG6","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A3","ADGRG6"
NA,"COL4A3","integrin_a1b1_complex","CO4A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A3-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A3","integrin_a1b1_complex"
NA,"COL4A3","integrin_a10b1_complex","CO4A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A3-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A3","integrin_a10b1_complex"
NA,"COL4A3","integrin_a11b1_complex","CO4A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A3-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A3","integrin_a11b1_complex"
NA,"COL4A3","integrin_a2b1_complex","CO4A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A3-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A3","integrin_a2b1_complex"
NA,"COL4A4","ADGRG6","CO4A4_HUMAN","AGRG6_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","COL4A4-ADGRG6","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A4","ADGRG6"
NA,"COL4A4","integrin_a1b1_complex","CO4A4_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A4-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A4","integrin_a1b1_complex"
NA,"COL4A4","integrin_a10b1_complex","CO4A4_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A4-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A4","integrin_a10b1_complex"
NA,"COL4A4","integrin_a11b1_complex","CO4A4_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A4-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A4","integrin_a11b1_complex"
NA,"COL4A4","integrin_a2b1_complex","CO4A4_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A4-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A4","integrin_a2b1_complex"
NA,"COL4A5","ADGRG6","CO4A5_HUMAN","AGRG6_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","COL4A5-ADGRG6","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A5","ADGRG6"
NA,"COL4A5","integrin_a1b1_complex","CO4A5_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A5-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A5","integrin_a1b1_complex"
NA,"COL4A5","integrin_a10b1_complex","CO4A5_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A5-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A5","integrin_a10b1_complex"
NA,"COL4A5","integrin_a11b1_complex","CO4A5_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A5-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A5","integrin_a11b1_complex"
NA,"COL4A5","integrin_a2b1_complex","CO4A5_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A5-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A5","integrin_a2b1_complex"
NA,"COL4A6","ADGRG6","CO4A6_HUMAN","AGRG6_HUMAN","curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1","COL4A6-ADGRG6","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A6","ADGRG6"
NA,"COL4A6","integrin_a1b1_complex","CO4A6_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A6-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A6","integrin_a1b1_complex"
NA,"COL4A6","integrin_a10b1_complex","CO4A6_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A6-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A6","integrin_a10b1_complex"
NA,"COL4A6","integrin_a11b1_complex","CO4A6_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A6-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A6","integrin_a11b1_complex"
NA,"COL4A6","integrin_a2b1_complex","CO4A6_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL4A6-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL4A6","integrin_a2b1_complex"
NA,"COL5A1","integrin_a1b1_complex","CO5A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A1-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A1","integrin_a1b1_complex"
NA,"COL5A1","integrin_a10b1_complex","CO5A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A1-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A1","integrin_a10b1_complex"
NA,"COL5A1","integrin_a11b1_complex","CO5A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A1-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A1","integrin_a11b1_complex"
NA,"COL5A1","integrin_a2b1_complex","CO5A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A1-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A1","integrin_a2b1_complex"
NA,"COL5A2","integrin_a1b1_complex","CO5A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A2-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A2","integrin_a1b1_complex"
NA,"COL5A2","integrin_a10b1_complex","CO5A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A2-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A2","integrin_a10b1_complex"
NA,"COL5A2","integrin_a11b1_complex","CO5A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A2-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A2","integrin_a11b1_complex"
NA,"COL5A2","integrin_a2b1_complex","CO5A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A2-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A2","integrin_a2b1_complex"
NA,"COL5A3","integrin_a1b1_complex","CO5A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A3-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A3","integrin_a1b1_complex"
NA,"COL5A3","integrin_a10b1_complex","CO5A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A3-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A3","integrin_a10b1_complex"
NA,"COL5A3","integrin_a11b1_complex","CO5A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A3-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A3","integrin_a11b1_complex"
NA,"COL5A3","integrin_a2b1_complex","CO5A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL5A3-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL5A3","integrin_a2b1_complex"
NA,"COL6A1","integrin_a1b1_complex","CO6A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A1-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A1","integrin_a1b1_complex"
NA,"COL6A1","integrin_a10b1_complex","CO6A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A1-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A1","integrin_a10b1_complex"
NA,"COL6A1","integrin_a11b1_complex","CO6A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A1-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A1","integrin_a11b1_complex"
NA,"COL6A1","integrin_a2b1_complex","CO6A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A1-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A1","integrin_a2b1_complex"
NA,"COL6A2","integrin_a1b1_complex","CO6A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A2-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A2","integrin_a1b1_complex"
NA,"COL6A2","integrin_a10b1_complex","CO6A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A2-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A2","integrin_a10b1_complex"
NA,"COL6A2","integrin_a11b1_complex","CO6A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A2-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A2","integrin_a11b1_complex"
NA,"COL6A2","integrin_a2b1_complex","CO6A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A2-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A2","integrin_a2b1_complex"
NA,"COL6A3","integrin_a1b1_complex","CO6A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A3-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A3","integrin_a1b1_complex"
NA,"COL6A3","integrin_a10b1_complex","CO6A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A3-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A3","integrin_a10b1_complex"
NA,"COL6A3","integrin_a11b1_complex","CO6A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A3-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A3","integrin_a11b1_complex"
NA,"COL6A3","integrin_a2b1_complex","CO6A3_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A3-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A3","integrin_a2b1_complex"
NA,"COL6A5","integrin_a1b1_complex","CO6A5_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A5-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A5","integrin_a1b1_complex"
NA,"COL6A5","integrin_a10b1_complex","CO6A5_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A5-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A5","integrin_a10b1_complex"
NA,"COL6A5","integrin_a11b1_complex","CO6A5_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A5-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A5","integrin_a11b1_complex"
NA,"COL6A5","integrin_a2b1_complex","CO6A5_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A5-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A5","integrin_a2b1_complex"
NA,"COL6A6","integrin_a1b1_complex","CO6A6_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A6-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A6","integrin_a1b1_complex"
NA,"COL6A6","integrin_a10b1_complex","CO6A6_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A6-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A6","integrin_a10b1_complex"
NA,"COL6A6","integrin_a11b1_complex","CO6A6_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A6-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A6","integrin_a11b1_complex"
NA,"COL6A6","integrin_a2b1_complex","CO6A6_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL6A6-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL6A6","integrin_a2b1_complex"
NA,"COL7A1","integrin_a1b1_complex","CO7A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL7A1-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL7A1","integrin_a1b1_complex"
NA,"COL7A1","integrin_a10b1_complex","CO7A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL7A1-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL7A1","integrin_a10b1_complex"
NA,"COL7A1","integrin_a11b1_complex","CO7A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL7A1-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL7A1","integrin_a11b1_complex"
NA,"COL7A1","integrin_a2b1_complex","CO7A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL7A1-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL7A1","integrin_a2b1_complex"
NA,"COL8A1","integrin_a1b1_complex","CO8A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL8A1-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL8A1","integrin_a1b1_complex"
NA,"COL8A1","integrin_a10b1_complex","CO8A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL8A1-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL8A1","integrin_a10b1_complex"
NA,"COL8A1","integrin_a11b1_complex","CO8A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL8A1-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL8A1","integrin_a11b1_complex"
NA,"COL8A1","integrin_a2b1_complex","CO8A1_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL8A1-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL8A1","integrin_a2b1_complex"
NA,"COL8A2","integrin_a1b1_complex","CO8A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL8A2-ITGA1+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL8A2","integrin_a1b1_complex"
NA,"COL8A2","integrin_a10b1_complex","CO8A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL8A2-ITGA10+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL8A2","integrin_a10b1_complex"
NA,"COL8A2","integrin_a11b1_complex","CO8A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL8A2-ITGA11+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL8A2","integrin_a11b1_complex"
NA,"COL8A2","integrin_a2b1_complex","CO8A2_HUMAN","","curated","uniprot","True","RVentoTormo","","","",NA,"","CellPhoneDBcore<=4.1","COL8A2-ITGA2+ITGB1","Adhesion by Collagen/Integrin","Adhesion-Adhesion","","COL8A2","integrin_a2b1_complex"
