"interaction","ligand","receptor(s)","file","count"
"ADCYAP1_GPR25","ADCYAP1","GPR25","NicheNet-LR-pairs.csv",1
"ADCYAP1_GPR27","ADCYAP1","GPR27","NicheNet-LR-pairs.csv",1
"ADCYAP1_GPR45","ADCYAP1","GPR45","NicheNet-LR-pairs.csv",1
"ADCYAP1_GPR83","ADCYAP1","GPR83","NicheNet-LR-pairs.csv",1
"ADCYAP1_GPR84","ADCYAP1","GPR84","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADCYAP1_HMGB1","ADCYAP1","HMGB1","OmniPathPPIs_new.tsv",1
"ADCYAP1_HRH2","ADCYAP1","HRH2","NicheNet-LR-pairs.csv",1
"ADCYAP1_HTR4","ADCYAP1","HTR4","NicheNet-LR-pairs.csv",1
"ADCYAP1_HTR6","ADCYAP1","HTR6","NicheNet-LR-pairs.csv",1
"ADCYAP1_HTR7","ADCYAP1","HTR7","NicheNet-LR-pairs.csv",1
"ADCYAP1_LHCGR","ADCYAP1","LHCGR","NicheNet-LR-pairs.csv",1
"ADCYAP1_MC1R","ADCYAP1","MC1R","NicheNet-LR-pairs.csv",1
"ADCYAP1_MC2R","ADCYAP1","MC2R","NicheNet-LR-pairs.csv",1
"ADCYAP1_MC3R","ADCYAP1","MC3R","NicheNet-LR-pairs.csv",1
"ADCYAP1_MC4R","ADCYAP1","MC4R","NicheNet-LR-pairs.csv",1
"ADCYAP1_MC5R","ADCYAP1","MC5R","NicheNet-LR-pairs.csv",1
"ADCYAP1_NPSR1","ADCYAP1","NPSR1","NicheNet-LR-pairs.csv",1
"ADCYAP1_NTRK1","ADCYAP1","NTRK1","NicheNet-LR-pairs.csv",1
"ADCYAP1_NTRK2","ADCYAP1","NTRK2","NicheNet-LR-pairs.csv",1
"ADCYAP1_PTGDR","ADCYAP1","PTGDR","NicheNet-LR-pairs.csv",1
"ADCYAP1_PTGER2","ADCYAP1","PTGER2","NicheNet-LR-pairs.csv",1
"ADCYAP1_PTGER4","ADCYAP1","PTGER4","NicheNet-LR-pairs.csv",1
"ADCYAP1_PTGIR","ADCYAP1","PTGIR","NicheNet-LR-pairs.csv",1
"ADCYAP1_PTH1R","ADCYAP1","PTH1R","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADCYAP1_PTH2R","ADCYAP1","PTH2R","NicheNet-LR-pairs.csv",1
"ADCYAP1_RAMP1","ADCYAP1","RAMP1","NicheNet-LR-pairs.csv",1
"ADCYAP1_RAMP2","ADCYAP1","RAMP2","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADCYAP1_RAMP3","ADCYAP1","RAMP3","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADCYAP1_RORA","ADCYAP1","RORA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"ADCYAP1_RXFP1","ADCYAP1","RXFP1","NicheNet-LR-pairs.csv",1
"ADCYAP1_RXFP2","ADCYAP1","RXFP2","NicheNet-LR-pairs.csv",1
"ADCYAP1_SCTR","ADCYAP1","SCTR","Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",11
"ADCYAP1_TAAR1","ADCYAP1","TAAR1","NicheNet-LR-pairs.csv",1
"ADCYAP1_TGFB1","ADCYAP1","TGFB1","OmniPathPPIs_new.tsv",1
"ADCYAP1_TSHR","ADCYAP1","TSHR","CellCall-2021_new.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",6
"ADCYAP1_VIPR1","ADCYAP1","VIPR1","Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; Human-2023-Zhao-LR-pairs_new.tsv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",16
"ADCYAP1_VIPR2","ADCYAP1","VIPR2","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; Human-2023-Zhao-LR-pairs_new.tsv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",17
"ADGRA3_SIGLEC10","ADGRA3","SIGLEC10","Cellinker_Homos_2021.txt",1
"ADGRB1_RTN4R","ADGRB1","RTN4R","Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv",2
"ADGRB1_RTN4RL1","ADGRB1","RTN4RL1","Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv",2
"ADGRB1_RTN4RL2","ADGRB1","RTN4RL2","Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv",2
"ADGRE5_CD55","ADGRE5","CD55","Human-2020-Hou-LR-pairs.xlsx; ICELLNETdb_v2_new.xlsx",2
"ADIPOQ_ADIPOR 1/2","ADIPOQ","ADIPOR 1/2","Human-2010-Kirouac-LR-pairs_new.xlsx",1
"ADIPOQ_ADIPOR1","ADIPOQ","ADIPOR1","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",12
"ADIPOQ_ADIPOR2","ADIPOQ","ADIPOR2","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",12
"ADIPOQ_ASGR2","ADIPOQ","ASGR2","Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",2
"ADIPOQ_CDH13","ADIPOQ","CDH13","NicheNet-LR-pairs.csv",1
"ADIPOQ_CLEC2D","ADIPOQ","CLEC2D","Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",2
"ADIPOQ_CNR2","ADIPOQ","CNR2","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",3
"ADIPOQ_CXCL12","ADIPOQ","CXCL12","OmniPathPPIs_new.tsv",1
"ADIPOQ_F3","ADIPOQ","F3","OmniPathPPIs_new.tsv",1
"ADIPOQ_FAS","ADIPOQ","FAS","OmniPathPPIs_new.tsv",1
"ADIPOQ_GPR152","ADIPOQ","GPR152","Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",2
"ADIPOQ_GPR42","ADIPOQ","GPR42","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",3
"ADIPOQ_MSR1","ADIPOQ","MSR1","OmniPathPPIs_new.tsv",1
"ADIPOQ_PROKR2","ADIPOQ","PROKR2","Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",2
"ADIPOQ_TNF","ADIPOQ","TNF","OmniPathPPIs_new.tsv",1
"ADIPOQ_WIF1","ADIPOQ","WIF1","OmniPathPPIs_new.tsv",1
"ADM2_ADCYAP1R1","ADM2","ADCYAP1R1","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM2_ADORA2A","ADM2","ADORA2A","NicheNet-LR-pairs.csv",1
"ADM2_ADORA2B","ADM2","ADORA2B","NicheNet-LR-pairs.csv",1
"ADM2_ADRB1","ADM2","ADRB1","NicheNet-LR-pairs.csv",1
"ADM2_ADRB2","ADM2","ADRB2","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM2_ADRB3","ADM2","ADRB3","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM2_AVPR2","ADM2","AVPR2","NicheNet-LR-pairs.csv",1
"ADM2_CALCR","ADM2","CALCR","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",9
"ADM2_CALCRL","ADM2","CALCRL","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",10
"ADM2_CRHR1","ADM2","CRHR1","NicheNet-LR-pairs.csv",1
"ADM2_CRHR2","ADM2","CRHR2","NicheNet-LR-pairs.csv",1
"ADM2_DCLK3","ADM2","DCLK3","Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"ADM2_DRD1","ADM2","DRD1","NicheNet-LR-pairs.csv",1
"ADM2_DRD5","ADM2","DRD5","NicheNet-LR-pairs.csv",1
"ADM2_FSHR","ADM2","FSHR","NicheNet-LR-pairs.csv",1
"ADM2_GCGR","ADM2","GCGR","NicheNet-LR-pairs.csv",1
"ADM2_GHRHR","ADM2","GHRHR","NicheNet-LR-pairs.csv",1
"ADM2_GIPR","ADM2","GIPR","NicheNet-LR-pairs.csv",1
"ADM2_GLP1R","ADM2","GLP1R","NicheNet-LR-pairs.csv",1
"ADM2_GLP2R","ADM2","GLP2R","NicheNet-LR-pairs.csv",1
"ADM2_GPBAR1","ADM2","GPBAR1","NicheNet-LR-pairs.csv",1
"ADM2_GPR15","ADM2","GPR15","NicheNet-LR-pairs.csv",1
"ADM2_GPR150","ADM2","GPR150","NicheNet-LR-pairs.csv",1
"ADM2_GPR176","ADM2","GPR176","NicheNet-LR-pairs.csv",1
"ADM2_GPR20","ADM2","GPR20","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM2_GPR25","ADM2","GPR25","NicheNet-LR-pairs.csv",1
"ADM2_GPR27","ADM2","GPR27","NicheNet-LR-pairs.csv",1
"ADM2_GPR45","ADM2","GPR45","NicheNet-LR-pairs.csv",1
"ADM2_GPR83","ADM2","GPR83","NicheNet-LR-pairs.csv",1
"ADM2_GPR84","ADM2","GPR84","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM2_HRH2","ADM2","HRH2","NicheNet-LR-pairs.csv",1
"ADM2_HTR4","ADM2","HTR4","NicheNet-LR-pairs.csv",1
"ADM2_HTR6","ADM2","HTR6","NicheNet-LR-pairs.csv",1
"ADM2_HTR7","ADM2","HTR7","NicheNet-LR-pairs.csv",1
"ADM2_LHCGR","ADM2","LHCGR","NicheNet-LR-pairs.csv",1
"ADM2_MC1R","ADM2","MC1R","NicheNet-LR-pairs.csv",1
"ADM2_MC2R","ADM2","MC2R","NicheNet-LR-pairs.csv",1
"ADM2_MC3R","ADM2","MC3R","NicheNet-LR-pairs.csv",1
"ADM2_MC4R","ADM2","MC4R","NicheNet-LR-pairs.csv",1
"ADM2_MC5R","ADM2","MC5R","NicheNet-LR-pairs.csv",1
"ADM2_NPSR1","ADM2","NPSR1","NicheNet-LR-pairs.csv",1
"ADM2_PTGDR","ADM2","PTGDR","NicheNet-LR-pairs.csv",1
"ADM2_PTGER2","ADM2","PTGER2","NicheNet-LR-pairs.csv",1
"ADM2_PTGER4","ADM2","PTGER4","NicheNet-LR-pairs.csv",1
"ADM2_PTGIR","ADM2","PTGIR","NicheNet-LR-pairs.csv",1
"ADM2_PTH1R","ADM2","PTH1R","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM2_PTH2R","ADM2","PTH2R","NicheNet-LR-pairs.csv",1
"ADM2_RAMP1","ADM2","RAMP1","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",9
"ADM2_RAMP2","ADM2","RAMP2","Cellinker_Homos_2021.txt; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",8
"ADM2_RAMP3","ADM2","RAMP3","Cellinker_Homos_2021.txt; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",8
"ADM2_RHO","ADM2","RHO","NicheNet-LR-pairs.csv",1
"ADM2_RXFP1","ADM2","RXFP1","NicheNet-LR-pairs.csv",1
"ADM2_RXFP2","ADM2","RXFP2","NicheNet-LR-pairs.csv",1
"ADM2_SCTR","ADM2","SCTR","NicheNet-LR-pairs.csv",1
"ADM2_TAAR1","ADM2","TAAR1","NicheNet-LR-pairs.csv",1
"ADM2_TSHR","ADM2","TSHR","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM2_VIPR1","ADM2","VIPR1","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM2_VIPR2","ADM2","VIPR2","NicheNet-LR-pairs.csv",1
"ADM_ACKR3","ADM","ACKR3","Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"ADM_ADCYAP1R1","ADM","ADCYAP1R1","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM_ADORA2A","ADM","ADORA2A","NicheNet-LR-pairs.csv",1
"ADM_ADORA2B","ADM","ADORA2B","NicheNet-LR-pairs.csv",1
"ADM_ADRB1","ADM","ADRB1","NicheNet-LR-pairs.csv",1
"ADM_ADRB2","ADM","ADRB2","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM_ADRB3","ADM","ADRB3","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM_AVPR2","ADM","AVPR2","NicheNet-LR-pairs.csv",1
"ADM_CALCR","ADM","CALCR","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",13
"ADM_CALCRL","ADM","CALCRL","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"ADM_CRHR1","ADM","CRHR1","NicheNet-LR-pairs.csv",1
"ADM_CRHR2","ADM","CRHR2","NicheNet-LR-pairs.csv",1
"ADM_DCLK3","ADM","DCLK3","Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"ADM_DRD1","ADM","DRD1","NicheNet-LR-pairs.csv",1
"ADM_DRD5","ADM","DRD5","NicheNet-LR-pairs.csv",1
"ADM_ERBB2","ADM","ERBB2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"ADM_ESR1","ADM","ESR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"ADM_ESR2","ADM","ESR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"ADM_FSHR","ADM","FSHR","NicheNet-LR-pairs.csv",1
"ADM_GCGR","ADM","GCGR","NicheNet-LR-pairs.csv",1
"ADM_GHRHR","ADM","GHRHR","NicheNet-LR-pairs.csv",1
"ADM_GIPR","ADM","GIPR","NicheNet-LR-pairs.csv",1
"ADM_GLP1R","ADM","GLP1R","NicheNet-LR-pairs.csv",1
"ADM_GLP2R","ADM","GLP2R","NicheNet-LR-pairs.csv",1
"ADM_GPBAR1","ADM","GPBAR1","NicheNet-LR-pairs.csv",1
"ADM_GPR15","ADM","GPR15","NicheNet-LR-pairs.csv",1
"ADM_GPR150","ADM","GPR150","NicheNet-LR-pairs.csv",1
"ADM_GPR176","ADM","GPR176","NicheNet-LR-pairs.csv",1
"ADM_GPR182","ADM","GPR182","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",10
"ADM_GPR20","ADM","GPR20","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM_GPR25","ADM","GPR25","NicheNet-LR-pairs.csv",1
"ADM_GPR27","ADM","GPR27","NicheNet-LR-pairs.csv",1
"ADM_GPR45","ADM","GPR45","NicheNet-LR-pairs.csv",1
"ADM_GPR83","ADM","GPR83","NicheNet-LR-pairs.csv",1
"ADM_GPR84","ADM","GPR84","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM_HNF4A","ADM","HNF4A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"ADM_HRH2","ADM","HRH2","NicheNet-LR-pairs.csv",1
"ADM_HTR4","ADM","HTR4","NicheNet-LR-pairs.csv",1
"ADM_HTR6","ADM","HTR6","NicheNet-LR-pairs.csv",1
"ADM_HTR7","ADM","HTR7","NicheNet-LR-pairs.csv",1
"ADM_LHCGR","ADM","LHCGR","NicheNet-LR-pairs.csv",1
"ADM_MC1R","ADM","MC1R","NicheNet-LR-pairs.csv",1
"ADM_MC2R","ADM","MC2R","NicheNet-LR-pairs.csv",1
"ADM_MC3R","ADM","MC3R","NicheNet-LR-pairs.csv",1
"ADM_MC4R","ADM","MC4R","NicheNet-LR-pairs.csv",1
"ADM_MC5R","ADM","MC5R","NicheNet-LR-pairs.csv",1
"ADM_MRGPRX2","ADM","MRGPRX2","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",10
"ADM_NPSR1","ADM","NPSR1","NicheNet-LR-pairs.csv",1
"ADM_PTGDR","ADM","PTGDR","NicheNet-LR-pairs.csv",1
"ADM_PTGER2","ADM","PTGER2","NicheNet-LR-pairs.csv",1
"ADM_PTGER4","ADM","PTGER4","NicheNet-LR-pairs.csv",1
"ADM_PTGIR","ADM","PTGIR","NicheNet-LR-pairs.csv",1
"ADM_PTH1R","ADM","PTH1R","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM_PTH2R","ADM","PTH2R","NicheNet-LR-pairs.csv",1
"ADM_RAMP1","ADM","RAMP1","Cellinker_Homos_2021.txt; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM_RAMP2","ADM","RAMP2","Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",12
"ADM_RAMP3","ADM","RAMP3","Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",11
"ADM_RXFP1","ADM","RXFP1","NicheNet-LR-pairs.csv",1
"ADM_RXFP2","ADM","RXFP2","NicheNet-LR-pairs.csv",1
"ADM_RXRB","ADM","RXRB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"ADM_SCTR","ADM","SCTR","NicheNet-LR-pairs.csv",1
"ADM_TAAR1","ADM","TAAR1","NicheNet-LR-pairs.csv",1
"ADM_TSHR","ADM","TSHR","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM_VIPR1","ADM","VIPR1","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"ADM_VIPR2","ADM","VIPR2","NicheNet-LR-pairs.csv",1
"ADORA1_GRM1","ADORA1","GRM1","Cellinker_Homos_2021.txt",1
"ADORA2A_GPR37","ADORA2A","GPR37","Cellinker_Homos_2021.txt",1
"ADORA3_ENTPD1","ADORA3","ENTPD1","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx",1
"ADO_ADORA1","ADO","ADORA1","Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"ADO_ADORA2A","ADO","ADORA2A","Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"ADO_ADORA2B","ADO","ADORA2B","Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"ADO_ADORA3","ADO","ADORA3","Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"ADRA1A_CXCR4","ADRA1A","CXCR4","Cellinker_Homos_2021.txt",1
"ADRA1B_CXCR4","ADRA1B","CXCR4","Cellinker_Homos_2021.txt",1
"ADRB2_CCKBR","ADRB2","CCKBR","Cellinker_Homos_2021.txt",1
"ADRB2_CCR7","ADRB2","CCR7","Cellinker_Homos_2021.txt",1
"ADRB2_CXCR4","ADRB2","CXCR4","Cellinker_Homos_2021.txt",1
"ADRB2_GPR37","ADRB2","GPR37","Cellinker_Homos_2021.txt",1
